Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column,States,Counties
ANESTHESIOLOGISTS ASSO,AL,VESTAVIA,0,1676,0,POINT (-86.807899 33.467598),29,1583
SOUTHERN CALIFORNIA PU,CA,GLENDALE,0,20803,0,POINT (-118.246437 34.148138),8,1195
VILLAGE OF WINNETKA,IL,WINNETKA,0,1441,0,POINT (-87.734719 42.107106),34,1863
GENOPHYLL ENTERPRISES,NJ,MONMOUTH JUNCTION,65257,1605,0,POINT (-74.533741 40.381981),46,2490
TAUSTIN LABORATORIES,AL,VESTAVIA,7212720,31534,0,POINT (-86.807899 33.467598),29,1583
HUBBELL PHARMACY LLC,OR,PORTLAND,0,0,18704,POINT (-122.681425 45.516018),12,2410
SAINT PETERS HEALTHCAR,NJ,EAST BRUNSWICK,0,15648,0,POINT (-74.424669 40.423442),46,2490
HONORHEALTH FASTMED AM,AZ,PHOENIX,3035,372,0,POINT (-112.072585 33.448204),7,989
NEW ENGLAND ORTHOPEDIC,MA,SALEM,132,0,0,POINT (-70.89864 42.521406),25,1861
MERCY GILBERT MEDICAL,AZ,GILBERT,111432,664004,0,POINT (-111.79034 33.330732),7,989
JOSEPH L WILSON MD INC,MS,VICKSBURG,762,135,0,POINT (-90.882456 32.348144),32,3157
READING PROFESSIONAL S,PA,LEBANON,1637,1899,0,POINT (-76.426335 40.339785),48,734
HANY S AZIZ MD INC,CA,BAKERSFIELD,0,62679,0,POINT (-119.018911 35.373405),8,1192
COGENT HEALTHCARE OF A,AZ,PHOENIX,0,179281,0,POINT (-112.072585 33.448204),7,989
CONVACARE SERVICES INC,GA,DALTON,0,1524,0,POINT (-84.971777 34.771541),31,1620
TIFT REGIONAL HEALTH S,GA,NASHVILLE,4382,22385,0,POINT (-83.250095 31.207161),31,57
KS MEDICAL STAFFING LL,LA,ALEXANDRIA,34500,0,0,POINT (-92.463284 31.2931),22,1697
MERCY CLINIC SPRINGFIE,MO,HOLLISTER,0,52,0,POINT (-93.219616 36.61874),18,2217
GIANT EAGLE INC,PA,PITTSBURGH,0,0,6893,POINT (-79.994945 40.442169),48,2455
MEDICAL LABORATORY DIA,NJ,CEDAR KNOLLS,12030904,0,0,POINT (-74.449203 40.821899),46,2492
IOWA PHYSICIANS CLINIC,IA,NORWALK,1461,1025,52785,POINT (-93.674074 41.497011),16,1886
SOUTHERN ARKANSAS UNIV,AR,MAGNOLIA,43493,2656,0,POINT (-93.232869 33.272642),15,13
GUIDEWELL SANITAS I LL,FL,PEMBROKE PINES,45,0,0,POINT (-80.279747 26.006156),30,1054
IOWA PHYSICIANS CLINIC,IA,SIOUX CITY,20305,10350,1557,POINT (-96.406436 42.496323),16,1891
PRIMARY CARE PARTNERS,NJ,WAYNE,0,156,0,POINT (-74.231046 40.927178),46,2493
NORTH FLORIDA SURGEONS,FL,JACKSONVILLE,0,1347,0,POINT (-81.65676 30.325968),30,1098
CITY OF MARTIN TENNESS,TN,MARTIN,0,3060,0,POINT (-88.850491 36.343182),39,813
EVANGELICAL MEDICAL SE,PA,NORTHUMBERLAND,0,1899,0,POINT (-76.794361 40.889694),48,2600
TRINITY MEDICAL CENTER,IL,ROCK ISLAND,20550,11472,0,POINT (-90.583568 41.472348),34,1796
KYMERA INDEPENDENT PHY,NM,HOBBS,87,87,80,POINT (-103.136211 32.700807),11,1980
JEWELL COUNTY HOSPITAL,KS,MANKATO,74,59,0,POINT (-98.20866 39.784719),17,1236
ARCARE,AR,PARKIN,80,243,440,POINT (-90.558655 35.265793),15,14
TV DISCOUNT DRUG INC,OK,GUTHRIE,0,0,2333,POINT (-97.425319 35.880122),20,2201
DOCTORS EXPRESS,CO,AURORA,5026,180,376,POINT (-104.819356 39.711213),9,1395
MISSISSIPPI HMA HOSPIT,MS,JACKSON,0,43432,0,POINT (-90.183488 32.302897),32,1645
K ZARK MEDICAL PC,NY,NEW YORK,1735,59,0,POINT (-74.007228 40.713054),46,2095
RURAL METRO OF SOUTHER,OH,CINCINNATI,0,7266,0,POINT (-84.513808 39.104427),38,2562
NORTH BROWARD HOSPITAL,FL,DEERFIELD BEACH,0,209,0,POINT (-80.099781 26.320584),30,1054
MIDWEST HOSPITALIST GR,OK,OKLAHOMA CITY,0,24063,0,POINT (-97.521264 35.468494),20,712
ASCENSION MEDICAL GROU,KS,WICHITA,190,0,0,POINT (-97.335571 37.686024),17,1291
APP OF SOUTH CAROLINA,SC,CAMDEN,6606,1854,0,POINT (-80.607592 34.251612),33,2525
CAN COMMUNITY HEALTH,SC,COLUMBIA,0,0,80,POINT (-81.037094 34.009286),33,2581
HOMETOWN PHARMACY INC,MI,SAGINAW,80,0,840,POINT (-83.946359 43.419547),50,1312
ESSEX RENAL AND MEDICA,NJ,SOUTH ORANGE,0,3018,0,POINT (-74.258015 40.745776),46,2486
KIDS AND FAMILY KARE,AZ,PHOENIX,0,0,2119,POINT (-112.072585 33.448204),7,989
MERCY HOSPITAL,ME,PORTLAND,0,51,0,POINT (-70.256519 43.659218),49,413
MEDICAL ASSOCIATES OF,FL,TAMARAC,0,311,0,POINT (-80.270892 26.213242),30,1054
PENSACOLA EMERGENCY PH,FL,GULF BREEZE,46507,16218,0,POINT (-87.167738 30.356176),30,1085
CIRRUS DX INC,MD,ROCKVILLE,6055699,1651,0,POINT (-77.152896 39.08419),45,1814
EMERGENCY PHYSICIANS A,CA,SAN JOSE,228911,45335,0,POINT (-121.888128 37.334807),8,1334
WINN COMMUNITY HEALTH,LA,POLLOCK,1489,250,0,POINT (-92.407578 31.524683),22,1624
EMERGENCY PHYS ASSOC P,AL,BIRMINGHAM,110447,43168,0,POINT (-86.807705 33.522859),29,1583
MORRISTOWN HAMBLEN EME,TN,MORRISTOWN,0,13259,0,POINT (-83.295107 36.214459),39,2048
WILLIAM BEAUMONT HOSPI,MI,NOVI,62,325,0,POINT (-83.475491 42.48059),50,1307
TWIN CITIES,CA,TEMPLETON,162338,157924,2382,POINT (-120.70491 35.549809),8,1332
FACULTY PHYSICIANS AND,CA,MORENO VALLEY,267,1426,120,POINT (-117.261144 33.917114),8,1177
MASS GENERAL BRIGHAM C,MA,LAWRENCE,23662,6566,7742,POINT (-71.161795 42.708471),25,1861
HEALTHCAREONTHEGO,MS,MERIDIAN,14378,6658,308,POINT (-88.702527 32.365044),32,492
JOSEPH  W BARRY MD,KS,LEAWOOD,0,14315,0,POINT (-94.626692 38.91238),17,1237
PAGE TESTING SOLUTIONS,GA,MCDONOUGH,11637,0,0,POINT (-84.146395 33.447),31,1415
LIBKERTY DIALYSIS HAMM,NJ,HAMMONTON,0,0,88,POINT (-74.802744 39.636636),46,2446
THE BOARD OF TRUSTEES,IL,CHICAGO,0,845,0,POINT (-87.632398 41.883229),34,1863
PENINSULA PATHOLOGISTS,CA,BURLINGAME,40050,900,0,POINT (-122.366265 37.584195),8,1333
MONTEFIORE MEDICAL CEN,CT,STAMFORD,0,874,0,POINT (-73.539475 41.051924),24,1040
PRATT SURGICAL ASSOCIA,MA,BOSTON,0,1126,0,POINT (-71.056742 42.358894),25,1918
CALIFORNIA EMERGENCY P,CA,EMERYVILLE,569872,88015,0,POINT (-122.28581 37.831199),8,1141
LORIS DRUG STORE INC,SC,LORIS,0,0,225,POINT (-78.888811 34.05572),33,656
TARZANA EMERGENCY MEDI,CA,TARZANA,54706,8740,0,POINT (-118.553101 34.173302),8,1195
RUSH MEDICAL FOUNDATIO,MS,MERIDIAN,194491,972115,0,POINT (-88.702527 32.365044),32,492
PIEDMONT HEALTHCARE PA,NC,MOORESVILLE,2069,4454,0,POINT (-80.812784 35.582567),37,2387
VIERA HOSPITAL,FL,MELBOURNE,18602,116536,0,POINT (-80.603516 28.079931),30,1053
SSM MEDICAL GROUP INC,IL,COLUMBIA,35,0,0,POINT (-90.220781 38.452623),34,1754
CARDIOLOGY CENTER OF D,GA,DALTON,0,3497,0,POINT (-84.971777 34.771541),31,1620
MERCY MEDICAL ASSOCIAT,OH,SPRINGFIELD,22,88,0,POINT (-83.810137 39.924581),38,576
WAGNER DRUGS INC,AR,MOUNT IDA,0,0,1989,POINT (-93.628395 34.552397),15,21
CHRIST HOSPITAL,NJ,JERSEY CITY,18342,2791921,0,POINT (-74.044111 40.717495),46,488
OBGYN HOSPITALIST MEDI,NY,SUFFERN,128,0,0,POINT (-74.149803 41.112401),47,628
JEFFREY A CARAMEROS PL,FL,DUNNELLON,80679,0,0,POINT (-82.460933 29.049143),30,50
CRITICARE INC,FL,MARATHON,8772,1277,0,POINT (-81.090351 24.713752),,51
ELGIN SURGICARE LLC,IL,ELGIN,0,0,1763,POINT (-88.283975 42.039567),34,1715
DOCTORS HOSPITAL OF AU,GA,AUGUSTA,968842,2895908,0,POINT (-81.964397 33.472494),31,1523
CARDINAL DRUGSTORE,KS,CHANUTE,160,0,8979,POINT (-95.452537 37.681787),17,1250
FLORIDA HOSPITAL HEALT,FL,PALM COAST,0,184305,0,POINT (-81.214912 29.582247),30,1099
ROBERT WOOD JOHNSON HE,NJ,NEW BRUNSWICK,0,6432,0,POINT (-74.444139 40.495921),46,2490
CCR PHARMACY LLC,RI,WARWICK,0,0,860,POINT (-71.460018 41.698709),27,2658
GOOD SHEPARD HOSPICE A,NY,ROCKVILLE CENTRE,0,207,0,POINT (-73.640293 40.662249),47,2094
HENRY FORD WEST BLOOMF,MI,NOVI,137,0,0,POINT (-83.475491 42.48059),50,1307
MED TECH AMBULANCE,RI,PAWTUCKET,0,535,0,POINT (-71.382408 41.8799),27,2660
DECATUR MORGAN HOSPITA,AL,DECATUR,0,131975,0,POINT (-86.979986 34.605557),29,103
RICHARD A DOUGHERTY,NC,CHARLOTTE,155,95,200,POINT (-80.840161 35.222936),37,2429
SPARTA AMBULANCE SERVI,NJ,SPARTA,0,1496,0,POINT (-74.636612 41.03608),46,2586
COMMUNITY HEALTH CARE,GA,DUBLIN,17601,4475,0,POINT (-82.904572 32.539994),31,1424
THE NEBRASKA MEDICAL C,NE,OMAHA,97272,2391468,0,POINT (-95.937195 41.258652),19,2249
BALTIMORE MEDICAL SYST,MD,BALTIMORE,250,1297,9535,POINT (-76.612333 39.290443),45,1857
EXCELA HEALTH LATROBE,PA,LATROBE,22789,41948,1396,POINT (-79.381082 40.318276),48,2655
MURRAY CALLOWAY COUNTY,KY,MURRAY,0,1613,0,POINT (-88.315258 36.610582),36,237
RETAIL HEALTH CLINICS,TN,MURFREESBORO,0,102,0,POINT (-86.391449 35.845963),39,2108
NORTHEAST MEDICAL GROU,CT,SHELTON,1382,1359,206,POINT (-73.092968 41.316843),24,1040
WARREN CLINIC INC,OK,OWASSO,95,172,0,POINT (-95.855 36.266086),20,2273
FOLEY CLINIC CORP,AL,FOLEY,1168,101176,0,POINT (-87.682076 30.40638),29,91
HOPE CLINIC INC,GA,LAWRENCEVILLE,36080,13667,4961,POINT (-83.988245 33.955),31,1377
KANSAS UNIVERSITY PHYS,NJ,PENNINGTON,0,37,0,POINT (-74.791062 40.328088),46,2489
SIU CENTER FOR FAMILY,IL,SPRINGFIELD,0,0,3683,POINT (-89.643624 39.79936),34,1798
TAYLOR MADE MEDICAL CA,FL,GAINESVILLE,17,6761,0,POINT (-82.325024 29.651958),30,1050
USPRX INC,NE,OGALLALA,480,0,9787,POINT (-101.719814 41.128314),19,2299
COASTAL PULMONARY AND,FL,SAINT PETERSBURG,0,71823,0,POINT (-82.638488 27.772069),30,1081
SANFORD HEALTH NETWORK,NE,PONCA,237,0,0,POINT (-96.711098 42.564509),21,2247
MASONIC VILLAGES OF TH,PA,ELIZABETHTOWN,113,0,0,POINT (-76.605969 40.15153),48,2553
SALUD FAMILY HEALTH CE,CO,AURORA,356,79,24891,POINT (-104.819356 39.711213),9,1395
ST JOHN HOSPITAL AND M,MI,SAINT CLAIR SHORES,156,263,482,POINT (-82.888565 42.496493),50,1265
COFFEY COUNTY MEDICAL,KS,YATES CENTER,269,74,0,POINT (-95.732504 37.879338),17,1302
ST LUKES CLINIC MCCALL,ID,MCCALL,18442,4532,1320,POINT (-116.097692 44.909421),5,1776
MEDICINE SHOPPE,IL,WOOD RIVER,0,0,1880,POINT (-90.093686 38.860164),34,1749
SSM HEALTHCARE OF OKLA,OH,TROY,0,68,0,POINT (-84.208058 40.041657),38,591
OSU FAMILY PRACTICE SE,OH,WESTERVILLE,0,49,0,POINT (-82.931621 40.125943),38,2520
DE CRAIG RANCH LLC,NV,LAS VEGAS,58375,101388,0,POINT (-115.140597 36.169202),10,480
JASPER GENERAL HOSPITA,MS,BAY SPRINGS,22440,13973,911,POINT (-89.286819 31.978339),32,405
CODMAN SQUARE HEALTH C,MA,DORCHESTER,40,0,0,POINT (-71.074997 42.297199),25,1918
WHITES INC,AK,SITKA,480,0,18291,POINT (-135.334679 57.053291),,118
CENTRAL BUCKS AMBULANC,PA,DOYLESTOWN,0,2222,0,POINT (-75.130507 40.309997),48,2458
CAROLINA MEDICORP ENTE,NC,WINSTON SALEM,21403,2392,0,POINT (-80.243735 36.096261),37,2337
MORGAN COUNTY MEDICAL,TN,WARTBURG,57655,8649,6690,POINT (-84.586229 36.103321),39,2065
PULMONARY MEDICINE OF,OH,KETTERING,303,15568,0,POINT (-84.167354 39.689571),38,2613
FOUR SEASONS COMPASSIO,NC,HENDERSONVILLE,0,343,0,POINT (-82.459174 35.317901),37,2346
VINCENTIAN PHYSICIAN S,AL,HOOVER,397,157,80,POINT (-86.806121 33.387939),29,1583
ST RITAS PROFESSIONAL,OH,LIMA,0,6602,0,POINT (-84.104987 40.742696),38,573
MIDWEST ANESTHESIA PRO,IL,ALTON,0,43,0,POINT (-90.149352 38.903341),34,1749
ATLANTIA CENTER FOR BR,GA,ATLANTA,2120,0,0,POINT (-84.391502 33.748547),31,1137
URGENT CARE OF EDISON,NJ,EDISON,45442,707,0,POINT (-74.388231 40.525525),46,2490
ALASKA NATIVE MEDICAL,AK,ANCHORAGE,359,0,0,POINT (-149.899597 61.216583),51,1669
GERMANTOWN PHARMACY LL,OH,GERMANTOWN,0,0,720,POINT (-84.370445 39.624947),38,2613
WALKER HEART INSTITUTE,AR,SPRINGDALE,198,1522,0,POINT (-94.138521 36.185104),15,70
PEAK VISTA COMMUNITY H,CO,PEYTON,171,0,0,POINT (-104.47852 39.026411),9,1447
REX HOSPITAL,NC,CARY,2340,3031,0,POINT (-78.781139 35.791444),37,3158
MONROE URGENT CARE,OH,MONROE,3560,1475,582,POINT (-84.362349 39.442225),38,2510
FAMILY CARE WALK IN CL,TN,HUMBOLDT,14266,5938,0,POINT (-88.915884 35.823561),39,689
SMITHLAND PHARMACY INC,KY,SMITHLAND,0,0,240,POINT (-88.405007 37.139714),36,1386
INNERHEALTH LABORATORY,CA,RANCHO SANTA MARGARIT,3751582,0,0,POINT (-117.575764 34.106399),8,78
BIG SANDY HEALTH CARE,KY,PRESTONSBURG,667,244,0,POINT (-82.77569 37.671408),36,1275
THE INSTITUTE FOR FAMI,NY,HYDE PARK,613,126,0,POINT (-73.936283 41.791474),47,2040
PHARMSCRIPT OF IA LLC,IA,URBANDALE,0,0,1440,POINT (-93.736522 41.630343),16,1878
AFFINITY HEALTH GROUP,LA,MANGHAM,139,0,160,POINT (-91.782344 32.308472),22,1699
ST DOMINIC MEDICAL ASS,MS,PEARL,0,0,80,POINT (-90.10038 32.283586),32,2589
PERIMETER PROFESSIONAL,GA,ATLANTA,0,77,0,POINT (-84.391502 33.748547),31,1137
PROHEALTH PHYSICIANS,CT,WALLINGFORD,0,0,40,POINT (-72.818414 41.454408),24,1044
INTEGRATED HEALTHCARE,CA,ORANGE,51,0,0,POINT (-117.853096 33.791489),8,1174
PALOS MEDICAL GROUP LL,IL,PALOS HEIGHTS,419,50139,0,POINT (-87.79891 41.667958),34,1863
GULF BREEZE HOSPITAL,FL,PENSACOLA,154827,987267,0,POINT (-87.217578 30.406931),30,43
NORTH BROWARD HOSPITAL,FL,FORT LAUDERDALE,104507,15,101903,POINT (-80.143586 26.124163),30,1054
INTEGRATED CELLULAR AN,MD,GREENBELT,5610325,900,40,POINT (-76.875671 39.004612),45,1815
LAHEY PHYSICIAN COMMUN,MA,MANCHESTER,54,0,0,POINT (-70.7686 42.581501),,1861
LOURDES HOSPITAL,NY,BINGHAMTON,8319,1131,0,POINT (-75.912543 42.098702),47,2033
WESTHEALTH SURGERY CEN,MN,INVER GROVE HEIGHTS,3689,1018,0,POINT (-93.054861 44.833457),1,1401
ABBOTT NORTHWESTERN HO,MN,BROOKLYN PARK,757,0,0,POINT (-93.344358 45.100481),1,1406
OSHSNER CLINIC FOUNDAT,LA,LAKE CHARLES,72,104,0,POINT (-93.217112 30.229289),22,1576
PRESBYTERIAN HEALTHCAR,NM,ALBUQUERQUE,3068,3968,0,POINT (-106.649241 35.084248),11,491
HATTIESBURG CLINIC,MS,WIGGINS,12816,6193,0,POINT (-89.134142 30.857814),32,2592
SHENANDOAH MEMORIAL HO,MD,BALTIMORE,3414,1659,0,POINT (-76.612333 39.290443),45,1857
CARONDELET MEDICAL GRO,AZ,TUCSON,0,813,0,POINT (-110.971225 32.221878),7,942
MAGNOLIA REGIONAL COMM,MS,CORINTH,0,209,415,POINT (-88.520628 34.934366),32,396
ASHRAF EL SHALAKANY MD,FL,CORAL SPRINGS,0,1476,0,POINT (-80.254183 26.27251),30,1054
RUTGERS HEALTH RWJ THO,NJ,NEW BRUNSWICK,0,14534,0,POINT (-74.444139 40.495921),46,2490
STATCARE GROUP LLC,MD,PRINCE FREDERICK,14069,1350,0,POINT (-76.584661 38.546481),45,1764
GWINNETT HOSPITAL SYST,GA,MACON,0,1617,0,POINT (-83.631709 32.836038),31,1149
GENERATIONS FAMILY HEA,CT,DANIELSON,80,0,3164,POINT (-71.885766 41.803361),24,39
SUTTER MEDICAL FOUNDAT,CA,SACRAMENTO,0,422,0,POINT (-121.50012 38.582087),8,77
MERCY CLINIC JOPLIN LL,MO,NEVADA,243,243,0,POINT (-94.359373 37.837233),18,2218
REGENTS OF THE UNIVERS,MN,DULUTH,42746,0,0,POINT (-92.105457 46.782882),1,389
SHOSHONE FAMILY MEDICA,ID,SHOSHONE,1638,340,2263,POINT (-114.406394 42.93591),5,1738
RIVERSIDE PEDIATRIC GR,NJ,WEST NEW YORK,155,0,0,POINT (-74.009287 40.785538),46,488
DOCTORS EMERGENCY ROOM,OR,EUGENE,8013,1990,0,POINT (-123.091195 44.052153),12,2371
CLINICAL CARE ASSOCIAT,PA,PHOENIXVILLE,85,0,0,POINT (-75.515819 40.132857),48,2496
COMPUNET CLINICAL LABO,OH,GREENVILLE,457461,6650,0,POINT (-84.625437 40.099479),38,2516
ABE MALKIN MD INC,CA,LOS ANGELES,0,955500,0,POINT (-118.243344 34.052238),8,1195
BAPTIST HEALTH STUTTGA,AR,CLARENDON,645,83,0,POINT (-91.309181 34.692637),15,1038
NEW HORIZON FAMILY HEA,SC,TRAVELERS REST,7032,4458,0,POINT (-82.444563 34.968493),33,654
COMMUNITY HEALTH CLINI,ID,CALDWELL,5493,1693,360,POINT (-116.687705 43.662853),5,1692
LIFECARE FAMILY HEALTH,OH,MASSILLON,146,695,0,POINT (-81.522001 40.7968),38,2626
RX EXPRESS MIDWEST IV,MN,SAINT PAUL,0,0,8440,POINT (-93.094281 44.943719),1,1506
OAKES COMMUNITY HOSPIT,ND,OAKES,11894,9233,0,POINT (-98.0845 46.138903),3,2379
PROTEUS MOLECULAR AND,AL,BIRMINGHAM,1138413,2350,0,POINT (-86.807705 33.522859),29,1583
NORTHWESTERN MEDICINE,IL,SAINT CHARLES,325,348,0,POINT (-88.315573 41.913374),34,1715
CHRIST COMMUNITY HEALT,TN,MEMPHIS,355,43227,24406,POINT (-90.052136 35.143378),39,2111
AHMC MONTEREY PARK HOS,CA,MONTEREY PARK,48792,757653,0,POINT (-118.127542 34.062407),8,1195
LIVINGSTON COUNTY EMS,MI,HOWELL,0,1158,0,POINT (-83.929601 42.607165),50,351
5 ON 4 WHEELS TRANSPOR,NC,GREENSBORO,207519,0,0,POINT (-79.793899 36.072701),37,643
MOSCOW GROUP LLC,TN,GERMANTOWN,280,0,4281,POINT (-89.78727 35.084531),39,2111
RADIOLOGY AND NUCLEAR,KS,HOLTON,0,358,0,POINT (-95.737666 39.466264),17,1234
81 HEALTH PHARMACY INC,NY,JACKSON HEIGHTS,7960,0,22538,POINT (-73.7453 42.016701),47,2040
SAP PHARMACY MANAGEMEN,NJ,JERSEY CITY,680,0,9320,POINT (-74.044111 40.717495),46,488
NEW SOUTHTOWN MEDICAL,IL,CHICAGO,25755,0,0,POINT (-87.632398 41.883229),34,1863
GENESIS PROJECT,NC,CHARLOTTE,763402,14700,0,POINT (-80.840161 35.222936),37,2429
PRESBYTERIAN HOME HEAL,NM,CLOVIS,95218,273800,0,POINT (-103.195241 34.412026),11,3143
BLUE RIDGE PULMONARY M,TN,CLEVELAND,1133,71457,0,POINT (-84.8755 35.159867),39,1995
BAPTIST HEALTH MEDICAL,KY,LA GRANGE,274,1679,0,POINT (-85.378814 38.407594),36,1476
ST JOSEPHS CANDLER URG,GA,SAVANNAH,310,210,296,POINT (-81.090103 32.08059),31,1160
NORTH SHORE URGENT CAR,NY,NEW HYDE PARK,291134,9480,0,POINT (-73.688398 40.735251),47,2094
NYPMG WESTCHESTER,NY,NEW YORK,0,169,0,POINT (-74.007228 40.713054),46,2095
H AND R PHARMACY INC,NY,ELMHURST,0,0,10830,POINT (-73.878304 40.736401),47,2137
UNC PHYSICIANS AND ASS,NC,HOLLY SPRINGS,0,72,0,POINT (-78.83481 35.656602),37,3158
WEST JEFFERSON MEDICAL,LA,GRETNA,154935,260596,23144,POINT (-90.051566 29.912239),22,1627
STAT CARE MEDICAL SERV,AZ,MESA,2334,402,0,POINT (-111.831498 33.41514),7,989
FLAT TOP INPATIENT SER,FL,NICEVILLE,0,10098,0,POINT (-86.478152 30.518721),30,1076
RUSH UNIVERSITY MEDICA,IL,CHICAGO,0,228,0,POINT (-87.632398 41.883229),34,1863
ROBERT WOOD JOHNSON ME,NJ,NEW BRUNSWICK,0,519,0,POINT (-74.444139 40.495921),46,2490
FRESENIUS MEDICAL CARE,NV,HENDERSON,0,0,80,POINT (-114.984455 36.034095),10,480
BONITA COMMUNITY HEALT,FL,ESTERO,506,296,0,POINT (-81.804994 26.43765),30,1113
HP MEDICAL CARE PC,NY,FOREST HILLS,130,0,0,POINT (-73.850601 40.716099),47,2137
MOUNT NITTANY MEDICAL,PA,BELLEFONTE,32,701,0,POINT (-77.764751 40.913407),48,2495
PRIME HEALTHCARE ANAHE,CA,ANAHEIM,231431,237209,14172,POINT (-117.915638 33.834492),8,1174
EMERGENCY CARE SERVICE,PA,WILLIAMSPORT,6794,4697,0,POINT (-77.04192 41.241489),48,2557
QUEST DIAGNOSTICS,PA,ERIE,434384,12297,0,POINT (-80.08258 42.127951),48,2504
IMAGING ASSOCIATES OF,CA,SANTA ANA,0,125,0,POINT (-117.869781 33.749738),8,1174
MAINLINE HEALTH SYSTEM,AR,WILMOT,2790,207,76,POINT (-91.573278 33.059768),15,947
NORTHWEST COMMUNITY HE,IL,MOUNT PROSPECT,813,696,0,POINT (-87.93678 42.064492),34,1863
CLINICA SIERRA VISTA,CA,BAKERSFIELD,8649,7139,4075,POINT (-119.018911 35.373405),8,1192
BAPTIST HEALTH MEDICAL,KY,LOUISVILLE,3230,2142,0,POINT (-85.751569 38.256078),36,1327
SOUTHSIDE UNITED HEALT,NC,WINSTON SALEM,2959,2114,0,POINT (-80.243735 36.096261),37,2337
CLINICAL RENAL ASSOCIA,PA,CHESTER,0,23425,0,POINT (-75.360689 39.85268),48,2503
TLC OF GEORGIA LLC,GA,CARTERSVILLE,0,0,166216,POINT (-84.800036 34.163937),31,1147
COMPASS HEALTH INC,MO,WENTZVILLE,269729,25415,0,POINT (-90.852922 38.811008),18,2177
SAINT ALPHONSUS MEDICA,OR,BAKER CITY,28930,30436,114,POINT (-117.83098 44.774509),12,2315
RAS MEDICAL SOLUTION,GA,RIVERDALE,10559520,0,63805,POINT (-84.412534 33.572628),31,1164
ALOHA CRITICAL CARE AS,HI,HONOLULU,0,5989,0,POINT (-157.858158 21.30992),4,1657
PROGRESSIVE SURGICAL A,IL,NEW LENOX,0,4362,0,POINT (-87.965824 41.512186),34,140
DOCTORS CARE PA,SC,SPARTANBURG,158540,51156,2497,POINT (-81.934664 34.947914),33,2582
WORLDWIDE PANDEMIC SOL,GA,ATLANTA,0,0,16440,POINT (-84.391502 33.748547),31,1137
THORACIC MEDICAL ASSOC,NJ,KEARNY,0,4852,0,POINT (-74.15177 40.759353),46,488
RIVER WATCH ACUTE TRAU,FL,ORANGE PARK,0,793,0,POINT (-81.706698 30.169231),30,42
NOVANT MEDICAL GROUP,NC,CHARLOTTE,9084,1932,0,POINT (-80.840161 35.222936),37,2429
MURFREESBORO MEDICAL C,TN,MURFREESBORO,25735,2510,0,POINT (-86.391449 35.845963),39,2108
CONS ANES MNGMT OF PAI,CA,GLENDALE,0,1046,0,POINT (-118.246437 34.148138),8,1195
COMMUNITY MEDICAL ASSO,IN,JEFFERSONVILLE,8,975,40,POINT (-85.72554 38.299811),35,1844
COGENT HEALTHCARE OF I,IA,MASON CITY,0,365,0,POINT (-93.201042 43.153621),16,1373
CARE COMMUNICATIONS LL,OK,TULSA,0,4328,0,POINT (-95.992083 36.155327),20,2273
MIAMI COUNTY MEDICAL C,KS,LA CYGNE,1515,106,814,POINT (-94.761219 38.345293),17,1241
SURGICAL ASSOCIATION O,AL,MOBILE,0,6444,0,POINT (-88.044822 30.688943),29,1591
TECH PLUS MED SOLUTION,CA,PICO RIVERA,0,0,302083,POINT (-118.079372 33.99945),8,1195
MERCY MEDICAL ASSOCIAT,OH,CINCINNATI,0,359,0,POINT (-84.513808 39.104427),38,2562
PUBLIC HEALTH DISTRICT,ID,HAYDEN,0,0,146,POINT (-116.790931 47.76264),5,1736
CDT CENTRO DE SERVICIO,PR,BAYAMON,0,0,9297,POINT (-66.158248 18.398847),,962
LEGACY PHARMACY OC LLC,FL,ORANGE CITY,0,0,10360,POINT (-81.298843 28.948791),30,1091
ADVANTAGECARE PHYSICAN,NY,STATEN ISLAND,22783,748,8007,POINT (-74.076203 40.643498),46,
SUMMERTON DRUGS INC,SC,SUMMERTON,240,0,12843,POINT (-80.35279 33.608402),33,1971
VINCENTIAN PHYSICIAN S,AL,CLANTON,0,7833,0,POINT (-86.631125 32.839182),29,94
FMS ATLANTIC HEMODIALY,NY,YONKERS,0,0,57,POINT (-73.896052 40.932014),47,2185
FREDS SUPERMARKET AND,MI,THREE RIVERS,560,0,3601,POINT (-85.632764 41.943998),50,1341
WELLSTAR MARIETTA INTE,GA,MARIETTA,6272,158217,0,POINT (-84.549051 33.952304),31,1166
CITY BAY URGENT CARE,CA,SAN FRANCISCO,813,0,0,POINT (-122.420168 37.78008),8,1180
MEMORIAL HOSPITAL AND,IN,MONTGOMERY,337,509,0,POINT (-87.046118 38.662549),35,1847
NOVANT MEDICAL GROUP,NC,CHINA GROVE,75373,4162,0,POINT (-80.581589 35.569187),37,2476
WESTERN CONNECTICUT ME,CT,SOUTHBURY,456,102,0,POINT (-73.203497 41.466592),24,1044
COMPREHENSIVE PULMONAR,CA,BAKERSFIELD,0,14045,0,POINT (-119.018911 35.373405),8,1192
GEOFFREY TRENKE D O A,CA,LOS ANGELES,16821228,4501,293050,POINT (-118.243344 34.052238),8,1195
GENEVA COUNTY HEALTHCA,AL,GENEVA,1303,190939,0,POINT (-85.868768 31.032867),29,1547
GETWELL PHARMACY OF CO,KY,COLUMBIA,0,0,1103,POINT (-85.306198 37.102703),36,233
